"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 10 08:43:53 GMT 2022","Fri Jun 10 08:43:53 GMT 2022","878","Test_Conduit","test_conduit","TestConduit","","","test_display_list",""
"passed","Fri Jun 10 08:44:09 GMT 2022","Fri Jun 10 08:44:13 GMT 2022","3486","Test_Conduit","test_conduit","TestConduit","","","test_delete_comment",""
"passed","Fri Jun 10 08:44:01 GMT 2022","Fri Jun 10 08:44:03 GMT 2022","2294","Test_Conduit","test_conduit","TestConduit","","","test_import_data_from_file",""
"passed","Fri Jun 10 08:43:58 GMT 2022","Fri Jun 10 08:44:00 GMT 2022","1866","Test_Conduit","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Fri Jun 10 08:43:55 GMT 2022","Fri Jun 10 08:43:56 GMT 2022","870","Test_Conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Jun 10 08:44:05 GMT 2022","Fri Jun 10 08:44:08 GMT 2022","2624","Test_Conduit","test_conduit","TestConduit","","","test_update_profile_pic",""
"passed","Fri Jun 10 08:43:42 GMT 2022","Fri Jun 10 08:43:43 GMT 2022","1119","Test_Conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Fri Jun 10 08:44:17 GMT 2022","Fri Jun 10 08:44:17 GMT 2022","841","Test_Conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Jun 10 08:43:48 GMT 2022","Fri Jun 10 08:43:51 GMT 2022","3284","Test_Conduit","test_conduit","TestConduit","","","test_login",""
"passed","Fri Jun 10 08:44:15 GMT 2022","Fri Jun 10 08:44:15 GMT 2022","231","Test_Conduit","test_conduit","TestConduit","","","test_save_data_to_file",""
"passed","Fri Jun 10 08:43:45 GMT 2022","Fri Jun 10 08:43:46 GMT 2022","944","Test_Conduit","test_conduit","TestConduit","","","test_sign_up",""
