"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 08 09:58:44 GMT 2022","Wed Jun 08 09:58:45 GMT 2022","1082","Test_Conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Wed Jun 08 09:58:14 GMT 2022","Wed Jun 08 09:58:18 GMT 2022","4036","Test_Conduit","test_conduit","TestConduit","","","test_login",""
"passed","Wed Jun 08 09:58:26 GMT 2022","Wed Jun 08 09:58:28 GMT 2022","2429","Test_Conduit","test_conduit","TestConduit","","","test_create_new_article",""
"broken","Wed Jun 08 09:58:39 GMT 2022","Wed Jun 08 09:58:39 GMT 2022","339","Test_Conduit","test_conduit","TestConduit","","","test_delete_comment",""
"passed","Wed Jun 08 09:58:08 GMT 2022","Wed Jun 08 09:58:10 GMT 2022","2077","Test_Conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Wed Jun 08 09:58:23 GMT 2022","Wed Jun 08 09:58:24 GMT 2022","1494","Test_Conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Wed Jun 08 09:58:41 GMT 2022","Wed Jun 08 09:58:41 GMT 2022","292","Test_Conduit","test_conduit","TestConduit","","","test_save_data_to_file",""
"passed","Wed Jun 08 09:58:34 GMT 2022","Wed Jun 08 09:58:37 GMT 2022","2814","Test_Conduit","test_conduit","TestConduit","","","test_update_profile_pic",""
"passed","Wed Jun 08 09:58:11 GMT 2022","Wed Jun 08 09:58:12 GMT 2022","957","Test_Conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Wed Jun 08 09:58:20 GMT 2022","Wed Jun 08 09:58:21 GMT 2022","1446","Test_Conduit","test_conduit","TestConduit","","","test_display_list",""
"passed","Wed Jun 08 09:58:30 GMT 2022","Wed Jun 08 09:58:33 GMT 2022","2516","Test_Conduit","test_conduit","TestConduit","","","test_import_data_from_file",""
