"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 08 07:15:06 GMT 2022","Wed Jun 08 07:15:17 GMT 2022","10485","Test_Conduit","test_conduit","TestConduit","","","test_login",""
"broken","Wed Jun 08 07:15:55 GMT 2022","Wed Jun 08 07:16:05 GMT 2022","10481","Test_Conduit","test_conduit","TestConduit","","","test_import_data_from_file",""
"broken","Wed Jun 08 07:16:25 GMT 2022","Wed Jun 08 07:16:36 GMT 2022","10477","Test_Conduit","test_conduit","TestConduit","","","test_logout",""
"broken","Wed Jun 08 07:15:43 GMT 2022","Wed Jun 08 07:15:53 GMT 2022","10486","Test_Conduit","test_conduit","TestConduit","","","test_create_new_article",""
"broken","Wed Jun 08 07:16:07 GMT 2022","Wed Jun 08 07:16:18 GMT 2022","10478","Test_Conduit","test_conduit","TestConduit","","","test_update_profile_pic",""
"passed","Wed Jun 08 07:15:04 GMT 2022","Wed Jun 08 07:15:05 GMT 2022","891","Test_Conduit","test_conduit","TestConduit","","","test_sign_up",""
"broken","Wed Jun 08 07:15:31 GMT 2022","Wed Jun 08 07:15:41 GMT 2022","10442","Test_Conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Wed Jun 08 07:15:00 GMT 2022","Wed Jun 08 07:15:02 GMT 2022","2088","Test_Conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"broken","Wed Jun 08 07:16:19 GMT 2022","Wed Jun 08 07:16:22 GMT 2022","2269","Test_Conduit","test_conduit","TestConduit","","","test_delete_comment",""
"broken","Wed Jun 08 07:15:18 GMT 2022","Wed Jun 08 07:15:29 GMT 2022","10535","Test_Conduit","test_conduit","TestConduit","","","test_display_list",""
"passed","Wed Jun 08 07:16:23 GMT 2022","Wed Jun 08 07:16:23 GMT 2022","232","Test_Conduit","test_conduit","TestConduit","","","test_save_data_to_file",""
