"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 10 10:02:37 GMT 2022","Fri Jun 10 10:02:38 GMT 2022","1142","Test_Conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Fri Jun 10 10:02:50 GMT 2022","Fri Jun 10 10:02:50 GMT 2022","861","Test_Conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Jun 10 10:03:03 GMT 2022","Fri Jun 10 10:03:06 GMT 2022","3563","Test_Conduit","test_conduit","TestConduit","","","test_delete_comment",""
"passed","Fri Jun 10 10:02:55 GMT 2022","Fri Jun 10 10:02:57 GMT 2022","1835","Test_Conduit","test_conduit","TestConduit","","","test_import_data_from_file",""
"passed","Fri Jun 10 10:03:08 GMT 2022","Fri Jun 10 10:03:08 GMT 2022","218","Test_Conduit","test_conduit","TestConduit","","","test_save_data_to_file",""
"passed","Fri Jun 10 10:03:11 GMT 2022","Fri Jun 10 10:03:11 GMT 2022","858","Test_Conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Jun 10 10:02:42 GMT 2022","Fri Jun 10 10:02:45 GMT 2022","3319","Test_Conduit","test_conduit","TestConduit","","","test_login",""
"passed","Fri Jun 10 10:02:47 GMT 2022","Fri Jun 10 10:02:48 GMT 2022","873","Test_Conduit","test_conduit","TestConduit","","","test_display_list",""
"passed","Fri Jun 10 10:02:40 GMT 2022","Fri Jun 10 10:02:41 GMT 2022","1046","Test_Conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Fri Jun 10 10:02:52 GMT 2022","Fri Jun 10 10:02:54 GMT 2022","1801","Test_Conduit","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Fri Jun 10 10:02:59 GMT 2022","Fri Jun 10 10:03:01 GMT 2022","2577","Test_Conduit","test_conduit","TestConduit","","","test_update_profile_pic",""
