"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 08 10:26:00 GMT 2022","Wed Jun 08 10:26:01 GMT 2022","918","Test_Conduit","test_conduit","TestConduit","","","test_display_list",""
"passed","Wed Jun 08 10:26:02 GMT 2022","Wed Jun 08 10:26:03 GMT 2022","892","Test_Conduit","test_conduit","TestConduit","","","test_pagination",""
"passed","Wed Jun 08 10:26:16 GMT 2022","Wed Jun 08 10:26:20 GMT 2022","3573","Test_Conduit","test_conduit","TestConduit","","","test_delete_comment",""
"passed","Wed Jun 08 10:25:55 GMT 2022","Wed Jun 08 10:25:58 GMT 2022","3237","Test_Conduit","test_conduit","TestConduit","","","test_login",""
"passed","Wed Jun 08 10:26:08 GMT 2022","Wed Jun 08 10:26:10 GMT 2022","2292","Test_Conduit","test_conduit","TestConduit","","","test_import_data_from_file",""
"passed","Wed Jun 08 10:26:12 GMT 2022","Wed Jun 08 10:26:15 GMT 2022","2752","Test_Conduit","test_conduit","TestConduit","","","test_update_profile_pic",""
"passed","Wed Jun 08 10:25:50 GMT 2022","Wed Jun 08 10:25:51 GMT 2022","1054","Test_Conduit","test_conduit","TestConduit","","","test_accept_cookies",""
"passed","Wed Jun 08 10:26:05 GMT 2022","Wed Jun 08 10:26:07 GMT 2022","1889","Test_Conduit","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Wed Jun 08 10:26:24 GMT 2022","Wed Jun 08 10:26:25 GMT 2022","844","Test_Conduit","test_conduit","TestConduit","","","test_logout",""
"passed","Wed Jun 08 10:25:52 GMT 2022","Wed Jun 08 10:25:53 GMT 2022","829","Test_Conduit","test_conduit","TestConduit","","","test_sign_up",""
"passed","Wed Jun 08 10:26:22 GMT 2022","Wed Jun 08 10:26:22 GMT 2022","238","Test_Conduit","test_conduit","TestConduit","","","test_save_data_to_file",""
